default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_emp_since,installment_as_income_perc,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
1,0,36,3,7,9034,2,1,4,0,1,3,29,1,2,1,0,1,1,1
0,3,24,1,7,1585,1,3,4,2,3,0,40,1,1,2,1,1,0,1
0,0,18,3,4,1301,1,0,4,1,2,2,32,1,1,1,3,1,0,1
0,2,6,1,2,1323,2,0,2,2,4,1,28,1,1,2,1,2,1,1
1,1,24,3,2,3123,1,1,4,2,1,0,27,1,1,1,1,1,0,1
0,1,36,3,3,5493,1,0,2,2,4,3,42,1,0,1,1,2,0,1
0,2,9,3,4,1126,2,0,2,2,4,2,49,1,1,1,1,1,0,1
1,0,24,1,4,1216,2,1,4,2,4,3,38,0,1,2,1,2,0,1
1,1,24,3,2,1207,1,1,4,2,4,0,24,1,2,1,1,1,0,1
1,3,10,3,2,1309,4,2,4,1,4,0,27,1,1,1,3,1,0,1
0,2,15,1,3,2360,3,2,2,2,2,1,36,1,1,1,1,1,1,1
1,0,15,0,2,6850,2,4,1,2,2,0,34,1,1,1,0,2,1,1
0,3,24,3,4,1413,1,2,4,2,2,0,28,1,1,1,1,1,0,1
0,3,39,3,3,8588,2,0,4,2,2,1,45,1,1,1,0,1,1,1
1,1,12,3,2,759,1,3,4,2,2,2,26,1,1,1,1,1,0,1
0,3,36,3,3,4686,1,2,2,2,2,3,32,1,0,1,0,1,1,1
0,2,15,3,1,2687,1,3,2,2,4,0,26,1,2,1,1,1,1,1
0,0,12,2,4,585,1,2,4,0,4,2,20,1,2,2,1,1,0,1
0,3,24,3,2,2255,4,1,4,2,1,0,54,1,1,1,1,1,0,1
0,1,6,1,2,609,1,3,4,2,3,0,37,1,1,2,1,1,0,0
0,1,6,1,2,1361,1,1,2,2,4,2,40,1,1,1,3,2,0,0
1,3,36,1,7,7127,1,1,2,2,4,0,23,1,2,2,1,1,1,1
0,1,6,3,2,1203,2,0,3,2,2,0,43,1,1,1,1,1,1,1
0,3,6,1,4,700,4,0,4,2,4,3,36,1,0,2,1,1,0,1
0,3,24,1,5,5507,1,0,3,2,4,3,44,1,0,2,1,1,0,1
1,1,18,3,4,3190,1,2,2,2,2,2,24,1,1,1,1,1,0,1
1,1,48,4,7,7119,1,2,3,2,4,3,53,1,0,2,1,2,0,1
0,3,24,3,3,3488,2,3,3,2,4,1,23,1,1,1,1,1,0,1
0,0,18,3,4,1113,1,2,4,1,4,2,26,1,1,1,3,2,0,1
0,0,26,3,3,7966,1,1,2,2,3,1,30,1,1,2,1,1,0,1
0,3,15,1,0,1532,2,2,4,2,3,1,31,1,1,1,1,1,0,1
0,3,4,1,4,1503,1,3,2,2,1,2,42,1,1,2,3,2,0,1
1,1,36,3,4,2302,1,2,4,2,4,1,31,1,2,1,1,1,0,1
0,1,6,3,2,662,1,1,3,2,4,2,41,1,1,1,3,2,1,1
0,0,36,3,0,2273,1,3,3,2,1,1,32,1,1,2,1,2,0,1
1,0,15,3,2,2631,2,2,2,2,4,1,28,1,2,2,1,1,1,1
0,3,12,2,3,1503,1,2,4,2,4,2,41,1,2,1,1,1,0,1
0,3,24,3,4,1311,2,3,4,2,3,0,26,1,1,1,1,1,1,1
0,3,24,3,4,3105,4,1,4,2,2,1,25,1,1,2,1,1,0,1
1,2,21,1,0,2319,1,1,2,2,1,1,33,1,2,1,1,1,0,1
0,1,6,3,2,1374,4,4,4,2,3,0,75,1,1,1,0,1,1,1
0,0,18,1,7,3612,1,0,3,2,4,0,37,1,1,1,1,1,1,1
1,1,48,3,2,7763,1,0,4,2,4,3,42,0,0,1,0,1,0,1
0,2,18,3,7,3049,1,1,1,2,1,0,45,2,1,1,3,1,0,1
1,0,12,3,4,1534,1,1,1,2,1,2,23,1,2,1,1,1,0,1
0,3,24,2,2,2032,1,0,4,2,4,3,60,1,0,2,1,1,1,1
1,1,30,3,7,6350,4,0,4,2,4,0,31,1,1,1,1,1,0,1
1,2,18,3,7,2864,1,2,2,2,1,2,34,1,1,1,3,2,0,1
0,3,12,1,2,1255,1,0,4,2,4,2,61,1,1,2,3,1,0,1
1,1,24,2,2,1333,1,4,4,2,2,2,43,1,0,2,1,2,0,1
0,3,24,1,2,2022,1,2,4,2,4,1,37,1,1,1,1,1,1,1
0,3,24,3,4,1552,1,3,3,2,1,1,32,0,1,1,1,2,0,1
1,1,12,0,4,626,1,2,4,2,4,2,24,0,1,1,3,1,0,1
0,3,48,1,3,8858,4,3,2,2,1,3,35,1,0,2,1,1,1,1
0,3,12,1,5,996,4,3,4,2,4,2,23,1,1,2,1,1,0,1
0,3,6,0,4,1750,3,0,2,2,4,0,45,0,1,1,3,2,0,1
1,1,48,3,4,6999,1,3,1,1,1,2,34,1,1,2,1,1,1,1
0,0,12,1,2,1995,2,1,4,2,1,1,27,1,1,1,1,1,0,1
0,0,9,3,0,1199,1,3,4,2,4,0,67,1,1,2,0,1,1,1
1,0,12,3,4,1331,1,1,2,2,1,1,22,2,1,1,1,1,0,1
1,0,18,4,2,2278,2,1,3,2,3,1,28,1,1,2,1,1,0,1
1,3,21,4,2,5003,4,2,1,2,4,0,29,0,1,2,1,1,1,1
1,1,24,0,7,3552,1,3,3,2,4,1,27,0,1,1,1,1,0,1
1,0,18,1,7,1928,1,1,2,2,2,2,31,1,1,2,3,1,0,1
0,1,24,3,3,2964,4,0,4,2,4,3,49,0,0,1,1,2,1,1
1,1,24,0,4,1546,1,3,4,1,4,1,24,0,2,1,3,1,0,1
0,2,6,2,4,683,1,1,2,2,1,0,29,0,1,1,1,1,0,1
1,0,36,3,2,12389,4,2,1,2,4,3,37,1,0,1,1,1,1,1
0,0,24,2,1,4712,4,2,4,2,2,0,37,0,1,2,0,1,1,1
0,0,24,2,4,1553,2,3,3,2,2,0,23,1,2,2,1,1,1,1
1,1,12,3,2,1372,1,3,2,2,3,1,36,1,1,1,1,1,0,1
0,3,24,1,4,2578,0,0,2,2,2,1,34,1,1,1,1,1,0,1
0,0,48,3,4,3979,4,3,4,2,1,1,41,1,1,2,1,2,1,1
1,1,48,3,4,6758,1,2,3,2,2,1,31,1,1,1,1,1,1,1
1,1,24,3,7,3234,1,1,4,2,4,2,23,1,2,1,3,1,1,1
0,3,30,1,4,5954,1,3,3,0,2,1,38,1,1,1,1,1,0,1
0,3,24,3,3,5433,4,4,2,2,4,0,26,1,2,1,0,1,1,1
0,1,15,3,1,806,1,2,4,2,4,0,22,1,1,1,3,1,0,1
0,0,9,3,4,1082,1,0,4,2,4,1,27,1,1,2,3,1,0,1
0,3,15,1,7,2788,1,3,2,0,3,1,24,0,1,2,1,1,0,1
0,0,12,3,4,2930,1,3,2,2,1,2,27,1,1,1,1,1,0,1
0,3,24,1,0,1927,4,2,3,2,2,1,33,1,1,2,1,1,1,1
1,0,36,1,2,2820,1,1,4,2,4,1,27,1,1,2,1,1,0,1
0,3,24,3,9,937,1,1,4,2,3,1,27,1,1,2,3,1,0,1
1,0,18,1,2,1056,1,0,3,1,3,2,30,0,1,2,1,1,0,1
0,0,12,1,2,3124,1,1,1,2,3,2,49,0,1,2,3,2,0,1
0,3,9,3,7,1388,1,2,4,2,2,2,26,1,2,1,1,1,0,1
1,0,36,3,5,2384,1,1,4,2,1,3,33,1,2,1,3,1,0,1
0,3,12,3,2,2133,4,0,4,2,4,3,52,1,0,1,0,1,1,1
1,1,18,3,7,2039,1,2,1,2,4,2,20,0,2,1,1,1,0,1
0,1,9,1,2,2799,1,2,2,2,2,2,36,1,2,2,1,2,0,1
0,1,12,3,7,1289,1,2,4,1,1,0,21,1,1,1,3,1,0,1
1,1,18,3,8,1217,1,2,4,2,3,2,47,1,1,1,3,1,1,1
1,1,12,1,7,2246,1,0,3,2,3,0,60,1,1,2,1,1,0,1
0,1,12,1,4,385,1,3,4,2,3,2,58,1,1,4,3,1,1,1
0,0,24,2,2,1965,4,2,4,2,4,1,42,1,2,2,1,1,1,1
0,3,21,3,1,1572,0,0,4,2,4,2,36,0,1,1,3,1,0,1
1,0,24,3,2,2718,1,2,3,2,4,0,20,1,2,1,3,1,1,1
1,1,24,0,6,1358,4,0,4,2,3,1,40,2,1,1,0,1,1,1
1,0,6,0,2,931,2,1,1,2,1,0,32,2,1,1,3,1,0,1
1,1,24,3,2,1442,1,3,4,2,4,1,23,1,2,2,1,1,0,1
1,0,24,4,1,4241,1,2,1,2,4,2,36,1,1,3,3,1,1,1
1,3,18,1,2,2775,1,3,2,2,2,0,31,0,1,2,1,1,0,1
0,3,24,2,1,3863,1,2,1,2,2,3,32,1,0,1,1,1,0,1
0,0,7,3,4,2329,1,1,1,1,1,2,45,1,1,1,1,1,0,1
1,0,9,3,7,918,1,2,4,2,1,0,30,1,1,1,1,1,0,1
1,0,24,0,0,1837,1,3,4,2,4,3,34,0,0,1,3,1,0,1
1,3,36,3,7,3349,1,2,4,2,2,1,28,1,1,1,0,1,1,1
0,2,10,3,7,1275,1,1,4,2,2,0,23,1,1,1,1,1,0,1
0,1,24,0,7,2828,3,2,4,2,4,2,22,2,1,1,1,1,1,1
0,3,24,1,1,4526,1,2,3,2,2,2,74,1,1,1,0,1,1,1
1,0,36,3,4,2671,2,2,4,0,4,3,50,1,0,1,1,1,0,1
0,3,18,3,4,2051,1,1,4,2,1,2,33,1,1,1,1,1,0,1
0,3,15,3,3,1300,4,0,4,2,4,3,45,0,0,1,1,2,0,1
1,1,12,3,8,741,2,4,4,2,3,0,22,1,1,1,1,1,0,1
1,2,10,3,2,1240,2,0,1,2,4,3,48,1,0,1,3,2,0,1
0,1,21,3,4,3357,0,1,4,2,2,1,29,0,1,1,1,1,0,1
0,1,24,0,3,3632,1,2,1,1,4,1,22,0,2,1,1,1,0,0
1,3,18,2,7,1808,1,3,4,2,1,2,22,1,1,1,1,1,0,1
0,0,48,4,1,12204,4,2,2,2,2,1,48,0,1,1,0,1,1,1
0,0,60,2,4,9157,4,2,2,2,2,3,27,1,0,1,0,1,0,1
0,1,6,1,2,3676,1,2,1,2,3,2,37,1,2,3,1,2,0,1
1,0,30,3,7,3441,2,2,2,0,4,1,21,1,2,1,1,1,0,1
0,3,12,3,2,640,1,2,4,2,2,2,49,1,1,1,3,1,0,1
0,0,21,1,1,3652,1,3,2,2,3,0,27,1,1,2,1,1,0,1
1,3,18,1,2,1530,1,2,3,2,2,0,32,0,1,2,1,1,0,1
1,3,48,3,1,3914,4,2,4,2,2,2,38,0,1,1,1,1,0,1
0,1,12,3,7,1858,1,1,4,2,1,1,22,1,2,1,1,1,0,1
1,1,18,3,4,2600,1,2,4,2,4,3,65,1,0,2,1,1,0,1
0,3,15,3,4,1979,4,0,4,2,2,1,35,1,1,1,1,1,0,1
0,2,6,3,7,2116,1,2,2,2,2,2,41,1,1,1,1,1,1,1
1,0,9,0,2,1437,2,3,2,2,3,3,29,1,1,1,1,1,0,1
0,3,42,1,7,4042,3,2,4,2,4,2,36,1,1,2,1,1,1,1
0,3,9,3,0,3832,4,0,1,2,4,2,64,1,1,1,3,1,0,1
0,1,24,3,4,3660,1,2,2,2,4,1,28,1,1,1,1,1,0,1
1,1,18,0,7,1553,1,2,4,2,3,1,44,0,1,1,1,1,0,1
0,0,15,3,4,1444,4,1,4,2,1,0,23,1,1,1,1,1,0,1
1,3,9,3,7,1980,1,1,2,0,2,1,19,1,2,2,1,1,0,1
1,0,24,3,2,1355,1,1,3,2,4,1,25,1,1,1,3,1,1,1
0,3,12,3,0,1393,1,0,4,2,4,0,47,0,1,3,1,2,1,1
0,3,24,3,4,1376,3,3,4,2,1,1,28,1,1,1,1,1,0,1
0,3,60,2,4,15653,1,3,2,2,4,1,21,1,1,2,1,1,1,1
0,3,12,3,4,1493,1,1,4,2,3,1,34,1,1,1,1,2,0,1
1,1,42,2,4,4370,1,3,3,2,2,0,26,0,1,2,1,2,1,1
1,1,18,3,0,750,1,4,4,2,1,2,27,1,1,1,2,1,0,1
0,0,15,3,5,1308,1,0,4,2,4,1,38,1,1,2,3,1,0,1
1,3,15,3,0,4623,2,2,3,2,2,0,40,1,1,1,0,1,1,1
0,3,24,1,4,1851,1,3,4,1,2,1,33,1,1,2,1,1,1,1
0,1,18,1,4,1880,1,3,4,2,1,0,32,1,1,2,0,1,1,1
1,3,36,2,1,7980,4,1,4,2,4,1,27,1,2,2,1,1,1,1
0,1,30,4,7,4583,1,2,2,1,2,2,32,1,1,2,1,1,0,1
1,3,12,3,2,1386,3,2,2,2,2,0,26,1,1,1,1,1,0,1
1,2,24,3,2,947,1,3,4,2,3,3,38,0,0,1,1,2,0,1
1,1,12,3,0,684,1,2,4,2,4,1,40,1,2,1,3,2,0,1
0,1,48,3,0,7476,1,3,4,2,1,3,50,1,0,1,0,1,1,1
1,0,12,3,7,1922,1,2,4,2,2,0,37,1,1,1,3,1,0,1
1,1,24,3,2,2303,1,0,4,0,1,2,45,1,1,1,1,1,0,1
1,0,36,2,2,8086,2,0,2,2,4,1,42,1,1,4,0,1,1,1
0,3,24,1,3,2346,1,3,4,2,3,1,35,1,1,2,1,1,1,1
0,1,14,3,2,3973,1,4,1,2,4,3,22,1,0,1,1,1,0,1
1,0,12,3,2,888,1,0,4,2,4,1,41,0,1,1,3,2,0,1
0,3,48,3,4,10222,4,3,4,2,3,1,37,2,1,1,1,1,1,1
0,0,30,4,1,4221,1,2,2,2,1,1,28,1,1,2,1,1,0,1
0,0,18,1,7,6361,1,0,2,2,1,3,41,1,1,1,1,1,1,1
0,2,12,3,4,1297,1,2,3,2,4,2,23,1,2,1,1,1,0,1
1,1,12,3,2,900,4,2,4,2,2,1,23,1,1,1,1,1,0,1
0,3,21,3,7,2241,1,0,4,2,2,2,50,1,1,2,1,1,0,1
0,0,6,2,7,1050,1,4,4,2,1,0,35,2,1,2,0,1,1,1
0,2,6,1,0,1047,1,2,2,2,4,0,50,1,1,1,3,1,0,1
0,3,24,1,6,6314,1,4,4,0,2,3,27,0,1,2,0,1,1,1
0,0,30,0,7,3496,0,2,4,2,2,1,34,2,1,1,1,2,1,1
0,3,48,0,1,3609,1,2,1,2,1,2,27,2,1,1,1,1,0,1
1,1,12,1,2,4843,1,0,3,0,4,0,43,1,2,2,1,1,1,1
0,2,30,1,4,3017,1,0,4,2,4,0,47,1,1,1,1,1,0,1
0,3,24,1,1,4139,2,2,3,2,3,0,27,1,1,2,3,1,1,1
0,3,36,3,1,5742,2,3,2,2,2,1,31,1,1,2,1,1,1,1
0,3,60,3,2,10366,1,0,2,2,4,0,42,1,1,1,0,1,1,1
0,3,6,1,2,2080,3,2,1,2,2,1,24,1,1,1,1,1,0,1
1,3,21,2,1,2580,3,1,4,2,2,2,41,0,1,1,3,2,0,1
0,3,30,1,4,4530,1,3,4,2,4,1,26,1,2,1,0,1,1,1
0,3,24,1,7,5150,1,0,4,2,4,1,33,1,1,1,1,1,1,1
1,0,72,3,4,5595,2,2,2,2,2,1,24,1,1,1,1,1,0,1
0,1,24,3,4,2384,1,0,4,2,4,2,64,0,2,1,3,1,0,1
0,3,18,3,4,1453,1,1,3,2,1,2,26,1,1,1,1,1,0,1
0,3,6,3,0,1538,1,1,1,2,2,3,56,1,1,1,1,1,0,1
0,3,12,3,4,2279,4,2,4,2,4,3,37,1,0,1,1,1,1,1
0,3,15,2,4,1478,1,2,4,2,3,2,33,0,1,2,1,1,0,1
0,3,24,1,4,5103,1,1,3,2,3,3,47,1,0,3,1,1,1,1
0,0,36,2,1,9857,2,3,1,2,3,0,31,1,1,2,3,2,1,1
0,3,60,3,2,6527,4,2,4,2,4,3,34,1,0,1,1,2,1,1
0,2,10,1,4,1347,4,3,4,2,2,0,27,1,1,2,1,1,1,1
0,0,36,2,2,2862,2,0,4,2,3,3,30,1,0,1,1,1,0,1
0,3,9,3,4,2753,2,0,3,0,4,1,35,1,1,1,1,1,1,1
0,1,12,3,2,3651,0,2,1,2,3,0,31,1,1,1,1,2,0,1
0,1,15,1,7,975,1,2,2,2,3,0,25,1,1,2,1,1,0,1
0,0,15,3,5,2631,2,2,3,2,2,2,25,1,1,1,3,1,0,1
0,0,24,3,4,2896,2,1,2,2,1,1,29,1,1,1,1,1,0,1
0,1,6,1,2,4716,4,1,1,2,3,2,44,1,1,2,3,2,0,1
0,3,24,3,4,2284,1,3,4,2,2,1,28,1,1,1,1,1,1,1
0,3,6,3,3,1236,3,2,2,2,4,0,50,1,2,1,1,1,0,1
0,0,12,3,4,1103,1,3,4,1,3,2,29,1,1,2,1,1,0,0
0,3,12,1,2,926,1,4,1,2,2,0,38,1,1,1,2,1,0,1
0,3,18,1,4,1800,1,2,4,2,2,1,24,1,1,2,1,1,0,1
0,2,15,3,0,1905,1,0,4,2,4,1,40,1,2,1,0,1,1,1
1,3,12,3,7,1123,3,2,4,2,4,1,29,1,2,1,3,1,0,1
1,1,48,1,3,6331,1,0,4,2,4,3,46,1,0,2,1,1,1,1
0,2,24,3,4,1377,2,0,4,2,2,3,47,1,0,1,1,1,1,1
0,0,30,2,1,2503,2,0,4,2,2,0,41,2,1,2,1,1,0,1
0,0,27,3,1,2528,1,1,4,2,1,0,32,1,1,1,1,2,1,1
0,3,15,3,2,5324,3,0,1,2,4,3,35,1,0,1,1,1,0,1
1,0,48,3,2,6560,2,3,3,2,2,0,24,1,1,1,1,1,0,1
1,0,12,4,7,2969,1,1,4,2,3,0,25,1,2,2,1,1,0,1
0,0,9,3,4,1206,1,0,4,2,4,2,25,1,1,1,1,1,0,1
0,0,9,3,4,2118,1,2,2,2,2,2,37,1,1,1,3,2,0,1
0,3,18,1,4,629,3,0,4,2,3,0,32,0,1,2,0,1,1,1
1,1,6,0,0,1198,1,0,4,2,4,3,35,1,0,1,1,1,0,1
0,3,21,3,3,2476,4,0,4,2,4,2,46,1,1,1,0,1,1,1
0,1,9,1,4,1138,1,2,4,2,4,2,25,1,1,2,3,1,0,1
1,0,60,3,2,14027,1,3,4,2,2,3,27,1,1,1,0,1,1,1
0,3,30,1,3,7596,4,0,1,2,4,1,63,1,1,2,1,1,0,1
0,3,30,1,4,3077,4,0,3,2,2,1,40,1,1,2,1,2,1,1
0,3,18,3,4,1505,1,2,4,2,2,3,32,1,0,1,0,1,1,1
0,2,24,1,4,3148,4,2,3,2,2,1,31,1,1,2,1,1,1,1
0,0,20,4,3,6148,2,0,3,2,4,1,31,0,1,2,1,1,1,1
1,2,9,4,4,1337,1,1,4,2,2,1,34,1,1,2,0,1,1,1
1,0,6,0,0,433,0,1,4,2,2,0,24,0,2,1,1,2,0,1
1,1,12,3,2,1228,1,2,4,2,2,2,24,1,1,1,3,1,0,1
0,0,9,3,4,790,3,2,4,2,3,2,66,1,1,1,3,1,0,1
1,3,27,3,2,2570,1,2,3,2,3,2,21,1,2,1,1,1,0,1
0,3,6,1,2,250,0,2,2,2,2,2,41,0,1,2,3,1,0,1
0,3,15,1,4,1316,3,2,2,2,2,0,47,1,1,2,3,1,0,1
1,1,18,3,4,1882,1,2,4,2,4,1,25,0,2,2,1,1,0,1
1,0,48,0,1,6416,1,0,4,2,3,3,59,1,2,1,1,1,0,1
0,2,24,1,1,1275,0,2,2,2,4,2,36,1,1,2,1,1,1,1
0,0,24,2,4,6403,1,1,1,2,2,1,33,1,1,1,1,1,0,1
1,1,24,3,4,1987,1,2,2,2,4,2,21,1,2,1,3,2,0,1
0,0,8,3,4,760,1,3,4,1,2,2,44,1,1,1,3,1,0,1
0,3,24,3,3,2603,0,2,2,2,4,1,28,1,2,1,1,1,1,1
0,3,4,1,2,3380,1,3,1,2,1,2,37,1,1,1,1,2,0,1
0,0,36,0,8,3990,4,1,3,2,2,3,29,0,1,1,2,1,0,1
1,0,24,3,3,11560,1,2,1,2,4,1,23,1,2,2,0,1,0,1
0,1,18,3,2,4380,2,2,3,2,4,1,35,1,1,1,3,2,1,1
0,3,6,1,2,6761,1,3,1,2,3,3,45,1,1,2,0,2,1,1
1,0,30,4,1,4280,2,2,4,2,4,1,26,1,2,2,3,1,0,1
0,1,24,0,2,2325,2,3,2,2,3,1,32,0,1,1,1,1,0,1
0,0,10,0,4,1048,1,2,4,2,4,2,23,2,1,1,3,1,0,1
0,3,21,3,4,3160,4,0,4,2,3,0,41,1,1,1,1,1,1,1
0,1,24,0,7,2483,3,2,4,2,4,2,22,2,1,1,1,1,1,1
0,1,39,1,7,14179,4,3,4,2,4,0,30,1,1,2,0,1,1,1
0,1,13,1,1,1797,1,1,3,2,1,0,28,0,1,2,3,1,0,1
0,1,15,3,2,2511,1,4,1,2,4,1,23,1,2,1,1,1,0,1
1,1,12,3,2,1274,1,1,3,2,1,2,37,1,1,1,3,1,0,1
